Date,Adj.close,Buy/Sell,Bank,Shares
9/10/2000,10568.43,0.0,229.61131217479033,0.0
10/10/2000,10524.4,0.0,230.61131217479033,0.0
11/10/2000,10413.79,0.0,231.61131217479033,0.0
12/10/2000,10034.58,0.0,232.61131217479033,0.0
13/10/2000,10192.18,0.0,233.61131217479033,0.0
14/10/2000,10192.18,0.0,234.61131217479033,0.0
15/10/2000,10192.18,0.0,235.61131217479033,0.0
16/10/2000,10238.8,0.0,236.61131217479033,0.0
17/10/2000,10089.71,0.0,237.61131217479033,0.0
18/10/2000,9975.02,0.0,238.61131217479033,0.0
19/10/2000,10142.98,0.0,239.61131217479033,0.0
20/10/2000,10226.59,0.0,240.61131217479033,0.0
21/10/2000,10226.59,0.0,241.61131217479033,0.0
22/10/2000,10226.59,0.0,242.61131217479033,0.0
23/10/2000,10271.72,0.0,243.61131217479033,0.0
24/10/2000,10393.07,0.0,244.61131217479033,0.0
25/10/2000,10326.48,0.0,245.61131217479033,0.0
26/10/2000,10380.12,0.0,246.61131217479033,0.0
27/10/2000,10590.62,0.0,247.61131217479033,0.0
28/10/2000,10590.62,0.0,248.61131217479033,0.0
29/10/2000,10590.62,0.0,249.61131217479033,0.0
30/10/2000,10835.77,0.0,250.61131217479033,0.0
31/10/2000,10971.14,0.0,251.61131217479033,0.0
1/11/2000,10899.47,0.0,252.61131217479033,0.0
2/11/2000,10880.51,0.0,253.61131217479033,0.0
3/11/2000,10817.95,0.0,254.61131217479033,0.0
4/11/2000,10817.95,0.0,255.61131217479033,0.0
5/11/2000,10817.95,0.0,256.6113121747903,0.0
6/11/2000,10977.21,0.0,257.6113121747903,0.0
7/11/2000,10952.18,0.0,258.6113121747903,0.0
8/11/2000,10907.06,0.0,259.6113121747903,0.0
9/11/2000,10834.25,0.0,260.6113121747903,0.0
10/11/2000,10602.95,0.0,261.6113121747903,0.0
11/11/2000,10602.95,0.0,262.6113121747903,0.0
12/11/2000,10602.95,0.0,263.6113121747903,0.0
13/11/2000,10517.25,0.0,264.6113121747903,0.0
14/11/2000,10681.06,0.0,265.6113121747903,0.0
15/11/2000,10707.6,0.0,266.6113121747903,0.0
16/11/2000,10656.03,0.0,267.6113121747903,0.0
17/11/2000,10629.87,0.0,268.6113121747903,0.0
18/11/2000,10629.87,0.0,269.6113121747903,0.0
19/11/2000,10629.87,0.0,270.6113121747903,0.0
20/11/2000,10462.65,0.0,271.6113121747903,0.0
21/11/2000,10494.5,0.0,272.6113121747903,0.0
22/11/2000,10399.32,0.0,273.6113121747903,0.0
23/11/2000,10399.32,0.0,274.6113121747903,0.0
24/11/2000,10470.23,0.0,275.6113121747903,0.0
25/11/2000,10470.23,0.0,276.6113121747903,0.0
26/11/2000,10470.23,0.0,277.6113121747903,0.0
27/11/2000,10546.07,0.0,278.6113121747903,0.0
28/11/2000,10507.58,0.0,279.6113121747903,0.0
29/11/2000,10629.11,0.0,280.6113121747903,0.0
30/11/2000,10414.49,0.0,281.6113121747903,0.0
1/12/2000,10373.54,0.0,282.6113121747903,0.0
2/12/2000,10373.54,0.0,283.6113121747903,0.0
3/12/2000,10373.54,0.0,284.6113121747903,0.0
4/12/2000,10560.95,0.0,285.6113121747903,0.0
5/12/2000,10898.72,0.0,286.6113121747903,0.0
6/12/2000,10664.38,0.0,287.6113121747903,0.0
7/12/2000,10617.36,0.0,288.6113121747903,0.0
8/12/2000,10712.91,0.0,289.6113121747903,0.0
9/12/2000,10712.91,0.0,290.6113121747903,0.0
10/12/2000,10712.91,0.0,291.6113121747903,0.0
11/12/2000,10725.8,0.0,292.6113121747903,0.0
12/12/2000,10768.27,0.0,293.6113121747903,0.0
13/12/2000,10794.44,0.0,294.6113121747903,0.0
14/12/2000,10674.99,0.0,295.6113121747903,0.0
15/12/2000,10434.96,0.0,296.6113121747903,0.0
16/12/2000,10434.96,0.0,297.6113121747903,0.0
17/12/2000,10434.96,0.0,298.6113121747903,0.0
18/12/2000,10645.42,0.0,299.6113121747903,0.0
19/12/2000,10584.37,0.0,300.6113121747903,0.0
20/12/2000,10318.93,0.0,301.6113121747903,0.0
21/12/2000,10487.29,0.0,302.6113121747903,0.0
22/12/2000,10635.56,0.0,303.6113121747903,0.0
23/12/2000,10635.56,0.0,304.6113121747903,0.0
24/12/2000,10635.56,0.0,305.6113121747903,0.0
25/12/2000,10635.56,0.0,306.6113121747903,0.0
26/12/2000,10692.44,0.0,307.6113121747903,0.0
27/12/2000,10803.16,0.0,308.6113121747903,0.0
28/12/2000,10868.76,-0.0,309.6113121747903,0.0
29/12/2000,10787.99,0.0,310.6113121747903,0.0
30/12/2000,10787.99,0.0,311.6113121747903,0.0
31/12/2000,10787.99,0.0,312.6113121747903,0.0
1/01/2001,10787.99,0.0,313.6113121747903,0.0
2/01/2001,10646.15,0.0,314.6113121747903,0.0
3/01/2001,10945.75,0.0,315.6113121747903,0.0
4/01/2001,10912.41,0.0,316.6113121747903,0.0
5/01/2001,10662.01,0.0,317.6113121747903,0.0
6/01/2001,10662.01,0.0,318.6113121747903,0.0
7/01/2001,10662.01,0.0,319.6113121747903,0.0
8/01/2001,10621.35,0.0,320.6113121747903,0.0
9/01/2001,10572.55,0.0,321.6113121747903,0.0
10/01/2001,10604.27,0.0,322.6113121747903,0.0
11/01/2001,10609.55,0.0,323.6113121747903,0.0
12/01/2001,10525.38,0.0,324.6113121747903,0.0
13/01/2001,10525.38,0.0,325.6113121747903,0.0
14/01/2001,10525.38,0.0,326.6113121747903,0.0
15/01/2001,10525.38,0.0,327.6113121747903,0.0
16/01/2001,10652.66,0.0,328.6113121747903,0.0
17/01/2001,10584.34,0.0,329.6113121747903,0.0
18/01/2001,10678.28,0.0,330.6113121747903,0.0
19/01/2001,10587.59,0.0,331.6113121747903,0.0
20/01/2001,10587.59,0.0,332.6113121747903,0.0
21/01/2001,10587.59,0.0,333.6113121747903,0.0
22/01/2001,10578.24,0.0,334.6113121747903,0.0
23/01/2001,10649.81,0.0,335.6113121747903,0.0
24/01/2001,10646.97,0.0,336.6113121747903,0.0
25/01/2001,10729.52,0.0,337.6113121747903,0.0
26/01/2001,10659.98,0.0,338.6113121747903,0.0
27/01/2001,10659.98,0.0,339.6113121747903,0.0
28/01/2001,10659.98,0.0,340.6113121747903,0.0
29/01/2001,10702.19,0.0,341.6113121747903,0.0
30/01/2001,10881.2,0.0,342.6113121747903,0.0
31/01/2001,10887.36,0.0,343.6113121747903,0.0
1/02/2001,10983.63,0.0,344.6113121747903,0.0
2/02/2001,10864.1,0.0,345.6113121747903,0.0
3/02/2001,10864.1,0.0,346.6113121747903,0.0
4/02/2001,10864.1,0.0,347.6113121747903,0.0
5/02/2001,10965.85,0.0,348.6113121747903,0.0
6/02/2001,10957.42,0.0,349.6113121747903,0.0
7/02/2001,10946.72,0.0,350.6113121747903,0.0
8/02/2001,10880.55,0.0,351.6113121747903,0.0
9/02/2001,10781.45,0.0,352.6113121747903,0.0
10/02/2001,10781.45,0.0,353.6113121747903,0.0
11/02/2001,10781.45,0.0,354.6113121747903,0.0
12/02/2001,10946.77,0.0,355.6113121747903,0.0
13/02/2001,10903.32,0.0,356.6113121747903,0.0
14/02/2001,10795.41,0.0,357.6113121747903,0.0
15/02/2001,10891.02,0.0,358.6113121747903,0.0
16/02/2001,10799.82,0.0,359.6113121747903,0.0
17/02/2001,10799.82,0.0,360.6113121747903,0.0
18/02/2001,10799.82,0.0,361.6113121747903,0.0
19/02/2001,10799.82,0.0,362.6113121747903,0.0
20/02/2001,10730.88,0.0,363.6113121747903,0.0
21/02/2001,10526.58,0.0,364.6113121747903,0.0
22/02/2001,10526.81,0.0,365.6113121747903,0.0
23/02/2001,10441.9,0.0,366.6113121747903,0.0
24/02/2001,10441.9,0.0,367.6113121747903,0.0
25/02/2001,10441.9,0.0,368.6113121747903,0.0
26/02/2001,10642.53,0.0,369.6113121747903,0.0
27/02/2001,10636.88,0.0,370.6113121747903,0.0
28/02/2001,10495.28,0.0,371.6113121747903,0.0
1/03/2001,10450.14,0.0,372.6113121747903,0.0
2/03/2001,10466.31,0.0,373.6113121747903,0.0
3/03/2001,10466.31,0.0,374.6113121747903,0.0
4/03/2001,10466.31,0.0,375.6113121747903,0.0
5/03/2001,10562.3,0.0,376.6113121747903,0.0
6/03/2001,10591.22,0.0,377.6113121747903,0.0
7/03/2001,10729.6,0.0,378.6113121747903,0.0
8/03/2001,10858.25,0.0,379.6113121747903,0.0
9/03/2001,10644.62,0.0,380.6113121747903,0.0
10/03/2001,10644.62,0.0,381.6113121747903,0.0
11/03/2001,10644.62,0.0,382.6113121747903,0.0
12/03/2001,10208.25,0.0,383.6113121747903,0.0
13/03/2001,10290.8,0.0,384.6113121747903,0.0
14/03/2001,9973.46,0.0,385.6113121747903,0.0
15/03/2001,10031.28,0.0,386.6113121747903,0.0
16/03/2001,9823.41,0.0,387.6113121747903,0.0
17/03/2001,9823.41,0.0,388.6113121747903,0.0
18/03/2001,9823.41,0.0,389.6113121747903,0.0
19/03/2001,9959.11,0.0,390.6113121747903,0.0
20/03/2001,9720.76,0.0,391.6113121747903,0.0
21/03/2001,9487.0,0.0,392.6113121747903,0.0
22/03/2001,9389.48,0.0,393.6113121747903,0.0
23/03/2001,9504.78,0.0,394.6113121747903,0.0
24/03/2001,9504.78,0.0,395.6113121747903,0.0
25/03/2001,9504.78,0.0,396.6113121747903,0.0
26/03/2001,9687.53,0.0,397.6113121747903,0.0
27/03/2001,9947.54,0.0,398.6113121747903,0.0
28/03/2001,9785.35,0.0,399.6113121747903,0.0
29/03/2001,9799.06,0.0,400.6113121747903,0.0
30/03/2001,9878.78,0.0,401.6113121747903,0.0
31/03/2001,9878.78,0.0,402.6113121747903,0.0
1/04/2001,9878.78,0.0,403.6113121747903,0.0
2/04/2001,9777.93,0.0,404.6113121747903,0.0
3/04/2001,9485.71,0.0,405.6113121747903,0.0
4/04/2001,9515.42,0.0,406.6113121747903,0.0
5/04/2001,9918.05,0.0,407.6113121747903,0.0
6/04/2001,9791.09,0.0,408.6113121747903,0.0
7/04/2001,9791.09,0.0,409.6113121747903,0.0
8/04/2001,9791.09,0.0,410.6113121747903,0.0
9/04/2001,9845.15,0.0,411.6113121747903,0.0
10/04/2001,10102.74,0.0,412.6113121747903,0.0
11/04/2001,10013.47,0.0,413.6113121747903,0.0
12/04/2001,10126.94,0.0,414.6113121747903,0.0
13/04/2001,10126.94,0.0,415.6113121747903,0.0
14/04/2001,10126.94,0.0,416.6113121747903,0.0
15/04/2001,10126.94,0.0,417.6113121747903,0.0
16/04/2001,10158.56,0.0,418.6113121747903,0.0
17/04/2001,10216.73,0.0,419.6113121747903,0.0
18/04/2001,10615.83,0.0,420.6113121747903,0.0
19/04/2001,10693.71,0.0,421.6113121747903,0.0
20/04/2001,10579.85,0.0,422.6113121747903,0.0
21/04/2001,10579.85,0.0,423.6113121747903,0.0
22/04/2001,10579.85,0.0,424.6113121747903,0.0
23/04/2001,10532.23,0.0,425.6113121747903,0.0
24/04/2001,10454.34,0.0,426.6113121747903,0.0
25/04/2001,10625.2,0.0,427.6113121747903,0.0
26/04/2001,10692.35,0.0,428.6113121747903,0.0
27/04/2001,10810.05,0.0,429.6113121747903,0.0
28/04/2001,10810.05,0.0,430.6113121747903,0.0
29/04/2001,10810.05,0.0,431.6113121747903,0.0
30/04/2001,10734.97,0.0,432.6113121747903,0.0
1/05/2001,10898.34,0.0,433.6113121747903,0.0
2/05/2001,10876.68,0.0,434.6113121747903,0.0
3/05/2001,10796.65,0.0,435.6113121747903,0.0
4/05/2001,10951.24,0.0,436.6113121747903,0.0
5/05/2001,10951.24,0.0,437.6113121747903,0.0
6/05/2001,10951.24,0.0,438.6113121747903,0.0
7/05/2001,10935.17,0.0,439.6113121747903,0.0
8/05/2001,10883.51,0.0,440.6113121747903,0.0
9/05/2001,10866.98,0.0,441.6113121747903,0.0
10/05/2001,10910.44,0.0,442.6113121747903,0.0
11/05/2001,10821.31,0.0,443.6113121747903,0.0
12/05/2001,10821.31,0.0,444.6113121747903,0.0
13/05/2001,10821.31,0.0,445.6113121747903,0.0
14/05/2001,10877.33,0.0,446.6113121747903,0.0
15/05/2001,10872.97,0.0,447.6113121747903,0.0
16/05/2001,11215.92,0.0,448.6113121747903,0.0
17/05/2001,11248.58,0.0,449.6113121747903,0.0
18/05/2001,11301.74,0.0,450.6113121747903,0.0
19/05/2001,11301.74,0.0,451.6113121747903,0.0
20/05/2001,11301.74,0.0,452.6113121747903,0.0
21/05/2001,11337.92,0.0,453.6113121747903,0.0
22/05/2001,11257.24,0.0,454.6113121747903,0.0
23/05/2001,11105.51,0.0,455.6113121747903,0.0
24/05/2001,11122.42,0.0,456.6113121747903,0.0
25/05/2001,11005.37,0.0,457.6113121747903,0.0
26/05/2001,11005.37,0.0,458.6113121747903,0.0
27/05/2001,11005.37,0.0,459.6113121747903,0.0
28/05/2001,11005.37,0.0,460.6113121747903,0.0
29/05/2001,11039.14,0.0,461.6113121747903,0.0
30/05/2001,10872.64,0.0,462.6113121747903,0.0
31/05/2001,10911.94,0.0,463.6113121747903,0.0
1/06/2001,10990.41,0.0,464.6113121747903,0.0
2/06/2001,10990.41,0.0,465.6113121747903,0.0
3/06/2001,10990.41,0.0,466.6113121747903,0.0
4/06/2001,11061.52,0.0,467.6113121747903,0.0
5/06/2001,11175.84,0.0,468.6113121747903,0.0
6/06/2001,11070.24,0.0,469.6113121747903,0.0
7/06/2001,11090.74,0.0,470.6113121747903,0.0
8/06/2001,10977.0,0.0,471.6113121747903,0.0
9/06/2001,10977.0,0.0,472.6113121747903,0.0
10/06/2001,10977.0,0.0,473.6113121747903,0.0
11/06/2001,10922.09,0.0,474.6113121747903,0.0
12/06/2001,10948.38,0.0,475.6113121747903,0.0
13/06/2001,10871.62,0.0,476.6113121747903,0.0
14/06/2001,10690.13,0.04454375000474886,0.0,0.04454375000474886
15/06/2001,10623.64,0.0,1.0,0.04454375000474886
16/06/2001,10623.64,0.0,2.0,0.04454375000474886
17/06/2001,10623.64,0.0,3.0,0.04454375000474886
18/06/2001,10645.38,0.0,4.0,0.04454375000474886
19/06/2001,10596.67,0.0,5.0,0.04454375000474886
20/06/2001,10647.33,0.0,6.0,0.04454375000474886
21/06/2001,10715.43,0.0,7.0,0.04454375000474886
22/06/2001,10604.59,0.0,8.0,0.04454375000474886
23/06/2001,10604.59,0.0,9.0,0.04454375000474886
24/06/2001,10604.59,0.0,10.0,0.04454375000474886
25/06/2001,10504.22,0.0,11.0,0.04454375000474886
26/06/2001,10472.48,0.0,12.0,0.04454375000474886
27/06/2001,10434.84,0.0,13.0,0.04454375000474886
28/06/2001,10566.21,0.0,14.0,0.04454375000474886
29/06/2001,10502.4,0.0,15.0,0.04454375000474886
30/06/2001,10502.4,0.0,16.0,0.04454375000474886
1/07/2001,10502.4,0.0,17.0,0.04454375000474886
2/07/2001,10593.72,0.0,18.0,0.04454375000474886
3/07/2001,10571.11,0.0,19.0,0.04454375000474886
4/07/2001,10571.11,0.0,20.0,0.04454375000474886
5/07/2001,10479.86,0.0,21.0,0.04454375000474886
6/07/2001,10252.68,0.0,22.0,0.04454375000474886
7/07/2001,10252.68,0.0,23.0,0.04454375000474886
8/07/2001,10252.68,0.0,24.0,0.04454375000474886
9/07/2001,10299.4,0.0,25.0,0.04454375000474886
10/07/2001,10175.64,0.0,26.0,0.04454375000474886
11/07/2001,10241.02,0.0,27.0,0.04454375000474886
12/07/2001,10478.99,0.0,28.0,0.04454375000474886
13/07/2001,10539.06,0.0,29.0,0.04454375000474886
14/07/2001,10539.06,0.0,30.0,0.04454375000474886
15/07/2001,10539.06,0.0,31.0,0.04454375000474886
16/07/2001,10472.12,0.0,32.0,0.04454375000474886
17/07/2001,10606.39,0.0,33.0,0.04454375000474886
18/07/2001,10569.83,0.0,34.0,0.04454375000474886
19/07/2001,10610.0,0.0,35.0,0.04454375000474886
20/07/2001,10576.65,0.0,36.0,0.04454375000474886
21/07/2001,10576.65,0.0,37.0,0.04454375000474886
22/07/2001,10576.65,0.0,38.0,0.04454375000474886
23/07/2001,10424.42,0.0,39.0,0.04454375000474886
24/07/2001,10241.12,0.0,40.0,0.04454375000474886
25/07/2001,10405.67,0.0,41.0,0.04454375000474886
26/07/2001,10455.63,0.0,42.0,0.04454375000474886
27/07/2001,10416.67,0.0,43.0,0.04454375000474886
28/07/2001,10416.67,0.0,44.0,0.04454375000474886
29/07/2001,10416.67,0.0,45.0,0.04454375000474886
30/07/2001,10401.72,0.0,46.0,0.04454375000474886
31/07/2001,10522.81,0.0,47.0,0.04454375000474886
1/08/2001,10510.01,0.0,48.0,0.04454375000474886
2/08/2001,10551.18,0.0,49.0,0.04454375000474886
3/08/2001,10512.78,0.0,50.0,0.04454375000474886
4/08/2001,10512.78,0.0,51.0,0.04454375000474886
5/08/2001,10512.78,0.0,52.0,0.04454375000474886
6/08/2001,10401.31,0.0,53.0,0.04454375000474886
7/08/2001,10458.74,0.0,54.0,0.04454375000474886
8/08/2001,10293.5,0.0,55.0,0.04454375000474886
9/08/2001,10298.56,0.0,56.0,0.04454375000474886
10/08/2001,10416.25,0.0,57.0,0.04454375000474886
11/08/2001,10416.25,0.005551518060722429,0.0,0.05009526806547129
12/08/2001,10416.25,9.571582863314532E-5,0.0,0.05019098389410444
13/08/2001,10415.91,9.571895302474772E-5,0.0,0.05028670284712919
14/08/2001,10412.17,0.0,1.0,0.05028670284712919
15/08/2001,10345.95,0.0,2.0,0.05028670284712919
16/08/2001,10392.52,0.0,3.0,0.05028670284712919
17/08/2001,10240.78,0.0,4.0,0.05028670284712919
18/08/2001,10240.78,0.0,5.0,0.05028670284712919
19/08/2001,10240.78,0.0,6.0,0.05028670284712919
20/08/2001,10320.07,0.0,7.0,0.05028670284712919
21/08/2001,10174.14,0.0,8.0,0.05028670284712919
22/08/2001,10276.9,0.0,9.0,0.05028670284712919
23/08/2001,10229.15,0.0,10.0,0.05028670284712919
24/08/2001,10423.17,0.0,11.0,0.05028670284712919
25/08/2001,10423.17,0.0,12.0,0.05028670284712919
26/08/2001,10423.17,0.0,13.0,0.05028670284712919
27/08/2001,10382.35,-0.05028670284712919,534.5278668569771,0.0
28/08/2001,10222.03,0.0,535.5278668569771,0.0
29/08/2001,10090.9,0.0,536.5278668569771,0.0
30/08/2001,9919.58,0.0,537.5278668569771,0.0
31/08/2001,9949.75,0.0,538.5278668569771,0.0
1/09/2001,9949.75,0.0,539.5278668569771,0.0
2/09/2001,9949.75,0.0,540.5278668569771,0.0
3/09/2001,9949.75,0.0,541.5278668569771,0.0
4/09/2001,9997.49,0.0,542.5278668569771,0.0
5/09/2001,10033.27,0.0,543.5278668569771,0.0
6/09/2001,9840.84,0.0,544.5278668569771,0.0
7/09/2001,9605.85,0.0,545.5278668569771,0.0
8/09/2001,9605.85,0.0,546.5278668569771,0.0
9/09/2001,9605.85,0.0,547.5278668569771,0.0
10/09/2001,9605.51,0.0,548.5278668569771,0.0
11/09/2001,9605.51,0.0,549.5278668569771,0.0
12/09/2001,9605.51,0.0,550.5278668569771,0.0
13/09/2001,9605.51,0.0,551.5278668569771,0.0
14/09/2001,9605.51,0.0,552.5278668569771,0.0
15/09/2001,9605.51,0.0,553.5278668569771,0.0
16/09/2001,9605.51,0.0,554.5278668569771,0.0
17/09/2001,8920.7,0.0,555.5278668569771,0.0
18/09/2001,8903.4,0.0,556.5278668569771,0.0
19/09/2001,8759.13,0.0,557.5278668569771,0.0
20/09/2001,8376.21,0.0,558.5278668569771,0.0
21/09/2001,8235.81,0.0,559.5278668569771,0.0
22/09/2001,8235.81,0.0,560.5278668569771,0.0
23/09/2001,8235.81,0.0,561.5278668569771,0.0
24/09/2001,8603.86,0.0,562.5278668569771,0.0
25/09/2001,8659.97,0.0,563.5278668569771,0.0
26/09/2001,8567.39,0.0,564.5278668569771,0.0
27/09/2001,8681.42,0.0,565.5278668569771,0.0
28/09/2001,8847.56,0.0,566.5278668569771,0.0
29/09/2001,8847.56,0.0,567.5278668569771,0.0
30/09/2001,8847.56,0.0,568.5278668569771,0.0
1/10/2001,8836.83,0.0,569.5278668569771,0.0
2/10/2001,8950.59,0.0,570.5278668569771,0.0
3/10/2001,9123.78,-0.0,571.5278668569771,0.0
4/10/2001,9060.88,0.0,572.5278668569771,0.0
5/10/2001,9119.77,0.0,573.5278668569771,0.0
6/10/2001,9119.77,0.0,574.5278668569771,0.0
7/10/2001,9119.77,0.0,575.5278668569771,0.0
8/10/2001,9067.94,0.0,576.5278668569771,0.0
9/10/2001,9052.44,0.0,577.5278668569771,0.0
10/10/2001,9240.86,0.0,578.5278668569771,0.0
11/10/2001,9410.45,0.0,579.5278668569771,0.0
12/10/2001,9344.16,0.0,580.5278668569771,0.0
13/10/2001,9344.16,0.0,581.5278668569771,0.0
14/10/2001,9344.16,0.0,582.5278668569771,0.0
15/10/2001,9347.62,0.0,583.5278668569771,0.0
16/10/2001,9384.23,0.0,584.5278668569771,0.0
17/10/2001,9232.97,0.0,585.5278668569771,0.0
18/10/2001,9163.22,0.0,586.5278668569771,0.0
19/10/2001,9204.11,0.0,587.5278668569771,0.0
20/10/2001,9204.11,0.0,588.5278668569771,0.0
21/10/2001,9204.11,0.0,589.5278668569771,0.0
22/10/2001,9377.03,0.0,590.5278668569771,0.0
23/10/2001,9340.08,0.0,591.5278668569771,0.0
24/10/2001,9345.62,0.0,592.5278668569771,0.0
25/10/2001,9462.9,0.0,593.5278668569771,0.0
26/10/2001,9545.17,0.0,594.5278668569771,0.0
27/10/2001,9545.17,0.0,595.5278668569771,0.0
28/10/2001,9545.17,0.0,596.5278668569771,0.0
29/10/2001,9269.5,0.0,597.5278668569771,0.0
30/10/2001,9121.98,0.0,598.5278668569771,0.0
31/10/2001,9075.14,0.0,599.5278668569771,0.0
1/11/2001,9263.9,0.0,600.5278668569771,0.0
2/11/2001,9323.54,0.0,601.5278668569771,0.0
3/11/2001,9323.54,0.0,602.5278668569771,0.0
4/11/2001,9323.54,0.0,603.5278668569771,0.0
5/11/2001,9441.03,0.0,604.5278668569771,0.0
6/11/2001,9591.12,0.0,605.5278668569771,0.0
7/11/2001,9554.37,0.0,606.5278668569771,0.0
8/11/2001,9587.52,0.0,607.5278668569771,0.0
9/11/2001,9608.0,0.0,608.5278668569771,0.0
10/11/2001,9608.0,0.0,609.5278668569771,0.0
11/11/2001,9608.0,0.0,610.5278668569771,0.0
12/11/2001,9554.37,0.0,611.5278668569771,0.0
13/11/2001,9750.95,0.0,612.5278668569771,0.0
14/11/2001,9823.61,0.0,613.5278668569771,0.0
15/11/2001,9872.39,0.0,614.5278668569771,0.0
16/11/2001,9866.99,0.0,615.5278668569771,0.0
17/11/2001,9866.99,0.0,616.5278668569771,0.0
18/11/2001,9866.99,0.0,617.5278668569771,0.0
19/11/2001,9976.46,0.0,618.5278668569771,0.0
20/11/2001,9901.38,0.0,619.5278668569771,0.0
21/11/2001,9834.68,0.0,620.5278668569771,0.0
22/11/2001,9834.68,0.0,621.5278668569771,0.0
23/11/2001,9959.71,0.0,622.5278668569771,0.0
24/11/2001,9959.71,0.0,623.5278668569771,0.0
25/11/2001,9959.71,0.0,624.5278668569771,0.0
26/11/2001,9982.75,0.0,625.5278668569771,0.0
27/11/2001,9872.6,0.0,626.5278668569771,0.0
28/11/2001,9711.86,0.0,627.5278668569771,0.0
29/11/2001,9829.42,0.0,628.5278668569771,0.0
30/11/2001,9851.56,0.0,629.5278668569771,0.0
1/12/2001,9851.56,0.0,630.5278668569771,0.0
2/12/2001,9851.56,0.0,631.5278668569771,0.0
3/12/2001,9763.96,0.0,632.5278668569771,0.0
4/12/2001,9893.84,0.0,633.5278668569771,0.0
5/12/2001,10114.29,0.0,634.5278668569771,0.0
6/12/2001,10099.14,0.0,635.5278668569771,0.0
7/12/2001,10049.46,0.0,636.5278668569771,0.0
8/12/2001,10049.46,0.0,637.5278668569771,0.0
9/12/2001,10049.46,0.0,638.5278668569771,0.0
10/12/2001,9921.45,0.0,639.5278668569771,0.0
11/12/2001,9888.37,0.0,640.5278668569771,0.0
12/12/2001,9894.81,0.0,641.5278668569771,0.0
13/12/2001,9766.45,0.0,642.5278668569771,0.0
14/12/2001,9811.15,0.0,643.5278668569771,0.0
15/12/2001,9811.15,0.0,644.5278668569771,0.0
16/12/2001,9811.15,0.0,645.5278668569771,0.0
17/12/2001,9891.97,0.0,646.5278668569771,0.0
18/12/2001,9998.39,0.0,647.5278668569771,0.0
19/12/2001,10070.49,0.0,648.5278668569771,0.0
20/12/2001,9985.18,0.0,649.5278668569771,0.0
21/12/2001,10035.34,0.0,650.5278668569771,0.0
22/12/2001,10035.34,0.0,651.5278668569771,0.0
23/12/2001,10035.34,0.0,652.5278668569771,0.0
24/12/2001,10035.34,0.0,653.5278668569771,0.0
25/12/2001,10035.34,0.0,654.5278668569771,0.0
26/12/2001,10088.14,0.0,655.5278668569771,0.0
27/12/2001,10131.31,0.0,656.5278668569771,0.0
28/12/2001,10136.99,0.0,657.5278668569771,0.0
29/12/2001,10136.99,0.0,658.5278668569771,0.0
30/12/2001,10136.99,0.0,659.5278668569771,0.0
31/12/2001,10021.57,0.0,660.5278668569771,0.0
1/01/2002,10021.57,0.0,661.5278668569771,0.0
2/01/2002,10073.4,0.0,662.5278668569771,0.0
3/01/2002,10172.14,-0.0,663.5278668569771,0.0
4/01/2002,10259.74,0.0,664.5278668569771,0.0
5/01/2002,10259.74,0.0,665.5278668569771,0.0
6/01/2002,10259.74,0.0,666.5278668569771,0.0
7/01/2002,10197.05,0.0,667.5278668569771,0.0
8/01/2002,10150.55,0.0,668.5278668569771,0.0
9/01/2002,10094.09,0.0,669.5278668569771,0.0
10/01/2002,10067.86,0.0,670.5278668569771,0.0
11/01/2002,9987.53,0.0,671.5278668569771,0.0
12/01/2002,9987.53,0.0,672.5278668569771,0.0
13/01/2002,9987.53,0.0,673.5278668569771,0.0
14/01/2002,9891.42,0.0,674.5278668569771,0.0
15/01/2002,9924.15,0.0,675.5278668569771,0.0
16/01/2002,9712.27,0.0,676.5278668569771,0.0
17/01/2002,9850.04,0.0,677.5278668569771,0.0
18/01/2002,9771.85,0.0,678.5278668569771,0.0
19/01/2002,9771.85,0.0,679.5278668569771,0.0
20/01/2002,9771.85,0.0,680.5278668569771,0.0
21/01/2002,9771.85,0.0,681.5278668569771,0.0
22/01/2002,9713.8,0.0,682.5278668569771,0.0
23/01/2002,9730.96,0.0,683.5278668569771,0.0
24/01/2002,9796.07,0.0,684.5278668569771,0.0
25/01/2002,9840.08,0.0,685.5278668569771,0.0
26/01/2002,9840.08,0.0,686.5278668569771,0.0
27/01/2002,9840.08,0.0,687.5278668569771,0.0
28/01/2002,9865.75,0.0,688.5278668569771,0.0
29/01/2002,9618.24,0.0,689.5278668569771,0.0
30/01/2002,9762.86,0.0,690.5278668569771,0.0
31/01/2002,9920.0,0.0,691.5278668569771,0.0
1/02/2002,9907.26,0.0,692.5278668569771,0.0
2/02/2002,9907.26,0.0,693.5278668569771,0.0
3/02/2002,9907.26,0.0,694.5278668569771,0.0
4/02/2002,9687.09,0.0,695.5278668569771,0.0
5/02/2002,9685.43,0.0,696.5278668569771,0.0
6/02/2002,9653.39,0.0,697.5278668569771,0.0
7/02/2002,9625.44,0.0,698.5278668569771,0.0
8/02/2002,9744.24,0.0,699.5278668569771,0.0
9/02/2002,9744.24,0.0,700.5278668569771,0.0
10/02/2002,9744.24,0.0,701.5278668569771,0.0
11/02/2002,9884.78,0.0,702.5278668569771,0.0
12/02/2002,9863.74,0.0,703.5278668569771,0.0
13/02/2002,9989.67,0.0,704.5278668569771,0.0
14/02/2002,10001.99,0.0,705.5278668569771,0.0
15/02/2002,9903.04,0.0,706.5278668569771,0.0
