Date,Adj. Close,PredictPrice,ABS_ERROR,LMS_ERROR*
25-Jan-07,12502.56,12602.193291548261,99.6332915482617,4963.396392370458
24-Jan-07,12621.77,12530.633836541132,91.1361634588684,4152.900145000789
23-Jan-07,12533.81,12499.227296977117,34.582703022882924,597.9816741844579
22-Jan-07,12477.16,12556.644585681952,79.48458568195201,3158.8996805157853
19-Jan-07,12565.53,12555.13155332978,10.398446670220437,54.06384657670925
18-Jan-07,12567.93,12553.219580271927,14.710419728073248,108.1982242880433
17-Jan-07,12577.15,12552.983956502281,24.16604349771842,291.99882916680934
16-Jan-07,12582.59,12532.377809846617,50.212190153382835,1260.632019999738
12-Jan-07,12556.08,12496.424341389791,59.655658610208775,1779.3988021088883
11-Jan-07,12514.98,12435.004683641462,79.97531635853738,3198.0256133240687
10-Jan-07,12442.16,12426.752449894486,15.40755010551402,118.69630012696254
9-Jan-07,12416.60,12431.022173699104,14.42217369910395,103.99954710356286
8-Jan-07,12423.49,12423.798358473494,0.3083584734940814,0.04754247408780005
5-Jan-07,12398.01,12473.240303929719,75.2303039297185,2829.7993146789095
4-Jan-07,12480.69,12472.567510124534,8.122489875466272,32.987420888526046
3-Jan-07,12474.52,12477.479344120922,2.9593441209217417,4.378858813017038
29-Dec-06,12463.15,12486.093346831947,22.943346831947565,263.1985819255192
28-Dec-06,12501.52,12488.154710094677,13.365289905323152,89.31548712666648
27-Dec-06,12510.57,12410.115523831282,100.45447616871752,5045.550891165718
26-Dec-06,12407.63,12379.563761306103,28.066238693896594,393.8568772113892
22-Dec-06,12343.21,12436.661657985278,93.45165798527887,4366.606190098768
21-Dec-06,12421.25,12457.283861621738,36.03386162173774,649.2195916872721
20-Dec-06,12463.87,12454.017061562567,9.852938437434204,48.54019792593419
19-Dec-06,12471.32,12419.365356388626,51.954643611374195,1349.6424963924528
18-Dec-06,12441.27,12410.484451523553,30.78554847644773,473.87499749785655
15-Dec-06,12445.52,12383.9510528754,61.56894712460053,1895.3676250159278
14-Dec-06,12416.76,12304.169742479515,112.59025752048547,6338.283044264617
13-Dec-06,12317.50,12297.079988633748,20.420011366251856,208.4884320989275
12-Dec-06,12315.58,12304.701350479709,10.87864952029122,59.17250769266619
11-Dec-06,12328.48,12296.021280729157,32.458719270842266,526.7842283516735
8-Dec-06,12307.48,12291.527630054645,15.952369945354803,127.2390534367296
7-Dec-06,12278.41,12306.811296755222,28.401296755222575,403.31682868910815
6-Dec-06,12309.25,12309.599139173279,0.3491391732786724,0.06094908115885741
5-Dec-06,12331.60,12271.033199466508,60.566800533491914,1834.1686634318983
4-Dec-06,12283.85,12216.774418499906,67.0755815000939,2249.56681678787
1-Dec-06,12194.13,12224.335034908247,30.2050349082474,456.172066904222
30-Nov-06,12221.93,12233.219126102435,11.289126102434238,63.72218407833103
29-Nov-06,12226.73,12166.93819711727,59.791802882729826,1787.5298459836094
28-Nov-06,12136.44,12170.061136129709,33.62113612970825,565.1903973261866
27-Nov-06,12121.71,12297.646402605444,175.93640260544453,15476.808880872533
24-Nov-06,12280.17,12314.532786690474,34.36278669047351,590.4005545674918
22-Nov-06,12326.95,12305.542795045618,21.407204954382905,229.134211979478
21-Nov-06,12321.59,12304.155873215514,17.43412678448658,151.97438836877618
20-Nov-06,12316.54,12302.539391350087,14.000608649914284,98.00852128402734
17-Nov-06,12342.55,12270.208780338306,72.34121966169369,2616.6260310707084
16-Nov-06,12305.82,12222.984675338445,82.8353246615552,3430.845505892628
15-Nov-06,12251.71,12188.936241723082,62.77375827691685,1970.2723641043935
14-Nov-06,12218.01,12122.468433136377,95.5415668636233,4564.0954993781015
13-Nov-06,12131.88,12114.744502935124,17.13549706487538,146.8126298301764
10-Nov-06,12108.43,12117.084366167303,8.654366167302214,37.44902687887261
9-Nov-06,12103.30,12154.878097843606,51.57809784360688,1330.1500885823425
8-Nov-06,12176.54,12137.843017645511,38.69698235448959,748.7282216718394
7-Nov-06,12156.77,12097.636151869643,59.133848130357364,1748.4059973520846
6-Nov-06,12105.55,12018.509781421508,87.04021857849148,3787.9998250957865
3-Nov-06,11986.04,12048.811086727706,62.77108672770555,1970.104664488566
2-Nov-06,12018.54,12061.109977168036,42.56997716803562,906.101478043537
1-Nov-06,12031.02,12083.711867243937,52.69186724393694,1388.2164368263373
31-Oct-06,12080.73,12095.639244084605,14.909244084605234,111.14277958716808
30-Oct-06,12086.49,12107.346281887598,20.856281887598016,217.4922470874745
27-Oct-06,12090.26,12149.807202092508,59.54720209250809,1772.9346385229996
26-Oct-06,12163.66,12118.636207996118,45.02379200388168,1013.5709232044
25-Oct-06,12134.68,12109.970466475848,24.709533524151993,305.2805234905956
24-Oct-06,12127.88,12092.395743633713,35.48425636628599,629.5662249341539
23-Oct-06,12116.91,11993.524565092353,123.38543490764641,7611.982773674525
20-Oct-06,12002.37,12002.245399056552,0.12460094344896788,0.0077626975541864466
19-Oct-06,12011.73,11989.222050866498,22.507949133501825,253.30388709815276
18-Oct-06,11992.68,11960.978861510364,31.701138489635923,502.48109076953807
17-Oct-06,11950.02,11967.209360522564,17.18936052256322,147.73705758732746
16-Oct-06,11980.59,11946.639734298355,33.95026570164555,576.3102706061651
13-Oct-06,11960.51,11927.601029466168,32.90897053383196,541.5001707983101
12-Oct-06,11947.70,11848.447348554433,99.25265144556761,4925.544409487667
11-Oct-06,11852.13,11853.606504430722,1.4765044307223434,1.0900326669713556
10-Oct-06,11867.17,11839.420981370411,27.749018629589045,385.00401745263997
9-Oct-06,11857.81,11829.469699007885,28.340300992114862,401.5863301618333
6-Oct-06,11850.21,11835.666486226672,14.543513773327504,105.7568964374834
5-Oct-06,11866.69,11820.797046975324,45.8929530246769,1053.0815686626004
4-Oct-06,11850.61,11717.532882619726,133.077117380275,8854.759585121747
3-Oct-06,11727.34,11681.454950653735,45.88504934626508,1052.7188767545906
2-Oct-06,11670.35,11684.545763814027,14.195763814026577,100.7598551318132
29-Sep-06,11679.07,11696.288782449035,17.218782449035643,148.24323451360897
28-Sep-06,11718.45,11664.618053590071,53.831946409929515,1448.9392271407617
