Date,Open,High,Low,Close,Volume,Adj. Close*
21-Nov-06,12312.13,12409.31,12233.94,12321.59,2597939968,12321.59
20-Nov-06,12340.71,12400.10,12257.34,12316.54,2546710016,12316.54
17-Nov-06,12293.49,12342.55,12278.20,12342.55,2726099968,12342.55
16-Nov-06,12250.05,12375.37,12204.00,12305.82,2835729920,12305.82
15-Nov-06,12214.37,12326.07,12156.37,12251.71,2831130112,12251.71
14-Nov-06,12132.44,12261.15,12051.68,12218.01,3027480064,12218.01
13-Nov-06,12084.89,12164.22,12084.89,12131.88,2386340096,12131.88
10-Nov-06,12102.74,12173.08,12074.01,12108.43,2290200064,12108.43
9-Nov-06,12174.70,12236.10,12039.59,12103.30,3012049920,12103.30
8-Nov-06,12147.38,12233.54,12051.60,12176.54,2814820096,12176.54
7-Nov-06,12104.75,12239.94,12065.20,12156.77,2636389888,12156.77
6-Nov-06,11985.16,12146.45,11973.23,12105.55,2533550080,12105.55
3-Nov-06,12018.30,12095.30,11928.97,11986.04,2419729920,11986.04
2-Nov-06,12023.98,12070.25,11938.89,12018.54,2646180096,12018.54
1-Nov-06,12080.25,12160.70,11972.99,12031.02,2821159936,12031.02
31-Oct-06,12086.18,12160.46,11986.84,12080.73,2803030016,12080.73
30-Oct-06,12074.01,12117.07,12050.23,12086.49,2770439936,12086.49
27-Oct-06,12164.78,12202.72,12024.78,12090.26,2458449920,12090.26
26-Oct-06,12134.84,12236.10,12037.99,12163.66,2793349888,12163.66
25-Oct-06,12127.24,12212.16,12017.66,12134.68,2953540096,12134.68
24-Oct-06,12116.51,12204.80,12028.14,12127.88,2876890112,12127.88
23-Oct-06,12001.33,12177.35,11940.41,12116.91,2480430080,12116.91
20-Oct-06,12013.01,12087.38,11881.34,12002.37,2526409984,12002.37
19-Oct-06,11988.92,12082.33,11911.44,12011.73,2619830016,12011.73
18-Oct-06,11947.62,12108.91,11900.79,11992.68,2658840064,11992.68
17-Oct-06,11977.40,12024.54,11849.16,11950.02,2519620096,11950.02
16-Oct-06,11957.70,11996.92,11945.70,11980.59,3920000,11980.59
13-Oct-06,11947.22,12009.97,11862.29,11960.51,2482919936,11960.51
12-Oct-06,11896.63,11959.14,11852.12,11947.70,2514350080,11947.70
11-Oct-06,11865.49,11907.60,11762.72,11852.13,2520999936,11852.13
10-Oct-06,11857.73,11930.33,11778.09,11867.17,2376140032,11867.17
9-Oct-06,11849.56,11923.53,11759.36,11857.81,1935170048,11857.81
6-Oct-06,11865.49,11921.04,11743.35,11850.21,2523000064,11850.21
5-Oct-06,11832.51,11869.33,11821.55,11866.69,2817240064,11866.69
4-Oct-06,11722.94,11879.18,11654.02,11850.61,3019879936,11850.61
3-Oct-06,11670.11,11794.41,11608.23,11727.34,2682690048,11727.34
2-Oct-06,11678.99,11773.60,11608.79,11670.35,2154480128,11670.35
29-Sep-06,11718.05,11782.49,11642.17,11679.07,2273430016,11679.07
28-Sep-06,11689.40,11775.36,11625.92,11718.45,2397819904,11718.45
27-Sep-06,11670.19,11775.60,11595.75,11689.24,2749189888,11689.24
26-Sep-06,11575.73,11723.74,11517.54,11669.39,2673349888,11669.39
25-Sep-06,11536.67,11616.23,11486.00,11575.81,2710240000,11575.81
22-Sep-06,11532.91,11588.62,11423.57,11508.10,2162880000,11508.10
21-Sep-06,11611.67,11677.39,11471.76,11533.23,2627440128,11533.23
20-Sep-06,11542.28,11680.19,11514.50,11613.19,2543069952,11613.19
19-Sep-06,11554.60,11605.67,11450.30,11540.91,2390850048,11540.91
18-Sep-06,11538.35,11588.22,11528.43,11555.00,2325080064,11555.00
15-Sep-06,11528.75,11661.38,11504.57,11560.77,3198030080,11560.77
14-Sep-06,11508.82,11548.84,11495.77,11527.39,2351219968,11527.39
13-Sep-06,11487.69,11605.59,11423.73,11543.32,2597220096,11543.32
12-Sep-06,11412.52,11512.74,11396.83,11498.09,2791579904,11498.09
11-Sep-06,11389.87,11468.88,11295.90,11396.84,2506429952,11396.84
8-Sep-06,11332.24,11448.30,11295.18,11392.11,2132889984,11392.11
7-Sep-06,11405.16,11443.66,11273.89,11331.44,2325850112,11331.44
6-Sep-06,11421.33,11469.27,11395.15,11406.20,2329870080,11406.20
5-Sep-06,11461.83,11533.87,11385.95,11469.28,2114480000,11469.28
1-Sep-06,11427.41,11476.40,11381.14,11464.15,1800519936,11464.15
31-Aug-06,11383.47,11451.03,11326.80,11381.15,1974540032,11381.15
30-Aug-06,11365.98,11452.95,11309.99,11382.91,2060690048,11382.91
29-Aug-06,11352.65,11432.38,11255.88,11369.94,2093720064,11369.94
28-Aug-06,11285.33,11411.24,11240.91,11352.01,1834919936,11352.01
25-Aug-06,11301.22,11350.09,11218.66,11284.05,1667580032,11284.05
24-Aug-06,11297.82,11386.59,11232.83,11304.46,1930320000,11304.46
23-Aug-06,11337.12,11394.75,11238.67,11297.90,1893670016,11297.90
22-Aug-06,11344.41,11426.13,11279.25,11339.84,1908739968,11339.84
21-Aug-06,11353.29,11381.46,11322.31,11345.04,1759239936,11345.04
18-Aug-06,11333.76,11437.66,11273.49,11381.47,2033910016,11381.47
17-Aug-06,11321.19,11372.34,11298.54,11334.96,2458340096,11334.96
16-Aug-06,11224.91,11373.78,11207.85,11327.12,2554569984,11327.12
15-Aug-06,11098.03,11271.25,11098.03,11230.26,2334099968,11230.26
14-Aug-06,11089.07,11242.83,11049.68,11097.87,2118019968,11097.87
11-Aug-06,11103.55,11121.40,11042.88,11088.02,2004540032,11088.02
10-Aug-06,11073.14,11176.47,10998.06,11124.37,2402190080,11124.37
9-Aug-06,11168.47,11296.22,11044.64,11076.18,2555180032,11076.18
8-Aug-06,11218.18,11319.51,11117.80,11173.59,2457840128,11173.59
7-Aug-06,11239.47,11294.14,11143.02,11219.38,2045660032,11219.38
4-Aug-06,11244.59,11367.94,11165.11,11240.35,2530970112,11240.35
3-Aug-06,11195.28,11304.78,11101.55,11242.59,2728440064,11242.59
2-Aug-06,11167.91,11228.98,11124.52,11199.92,2610749952,11199.92
1-Aug-06,11184.80,11210.65,11035.92,11125.73,2527689984,11125.73
31-Jul-06,11218.90,11265.80,11115.24,11185.68,2461299968,11185.68
28-Jul-06,11102.11,11282.05,11102.11,11219.70,2480420096,11219.70
27-Jul-06,11104.19,11245.47,11040.80,11100.43,2776709888,11100.43
26-Jul-06,11102.91,11208.09,10987.41,11102.51,2667709952,11102.51
25-Jul-06,11037.59,11133.73,11000.05,11103.71,2563930112,11103.71
24-Jul-06,10868.70,11096.35,10868.70,11051.05,2312719872,11051.05
21-Jul-06,10937.94,10995.73,10778.58,10868.38,2704090112,10868.38
20-Jul-06,11007.26,11098.75,10884.47,10928.10,2345580032,10928.10
19-Jul-06,10854.22,11038.16,10796.74,11011.42,2701979904,11011.42
18-Jul-06,10745.84,10867.02,10658.35,10799.23,2481750016,10799.23
17-Jul-06,10739.35,10858.22,10668.35,10747.36,2146409984,10747.36
14-Jul-06,10846.53,10892.64,10664.43,10739.35,2467120128,10739.35
13-Jul-06,11012.62,11015.19,10790.82,10846.29,2545760000,10846.29
12-Jul-06,11133.97,11181.12,10973.37,11013.18,2250449920,11013.18
11-Jul-06,11102.59,11186.32,10987.33,11134.77,2310850048,11134.77
10-Jul-06,11130.53,11174.47,11090.10,11103.55,1854589952,11103.55
7-Jul-06,11224.18,11227.62,11040.32,11090.67,1988150016,11090.67
6-Jul-06,11147.12,11301.58,11117.16,11225.30,2009159936,11225.30
5-Jul-06,11225.06,11239.47,11083.94,11151.82,2165070080,11151.82
3-Jul-06,11149.34,11277.09,11146.06,11228.02,1114470016,11228.02
30-Jun-06,11190.80,11288.86,11100.11,11150.22,3049560064,11150.22
29-Jun-06,10974.36,11225.06,10974.36,11190.80,2621250048,11190.80
28-Jun-06,10925.30,11026.07,10869.02,10973.56,2085490048,10973.56
27-Jun-06,11048.24,11064.09,10920.73,10924.74,2203130112,10924.74
26-Jun-06,10990.29,11089.07,10937.06,11045.28,1878579968,11045.28
23-Jun-06,11019.19,11098.67,10932.82,10989.09,2017270016,10989.09
22-Jun-06,11077.78,11127.73,10954.83,11019.11,2148179968,11019.11
21-Jun-06,10975.24,11165.91,10952.43,11079.46,2361230080,11079.46
20-Jun-06,10942.03,11066.73,10895.28,10974.84,2232950016,10974.84
19-Jun-06,11014.87,11098.99,10886.63,10942.11,2517199872,10942.11
16-Jun-06,11009.10,11045.04,10984.29,11014.54,2783389952,11014.54
15-Jun-06,10817.48,11049.85,10788.34,11015.19,2775480064,11015.19
14-Jun-06,10713.10,10816.99,10699.25,10816.91,2667990016,10816.91
13-Jun-06,10783.14,10893.04,10653.23,10706.14,3215770112,10706.14
12-Jun-06,10892.00,10969.32,10767.61,10792.58,2247010048,10792.58
9-Jun-06,10939.14,11015.67,10842.89,10891.92,2214000128,10891.92
8-Jun-06,10929.70,11032.15,10726.15,10938.82,3543790080,10938.82
7-Jun-06,11002.06,11107.48,10897.76,10930.90,2644169984,10930.90
6-Jun-06,11048.24,11140.45,10890.24,11002.14,2697649920,11002.14
5-Jun-06,11247.55,11259.96,11025.75,11048.72,2313469952,11048.72
2-Jun-06,11260.52,11329.28,11158.06,11247.87,2295539968,11247.87
1-Jun-06,11169.03,11290.86,11115.40,11260.28,2360160000,11260.28
31-May-06,11091.15,11225.78,11050.40,11168.31,2692160000,11168.31
30-May-06,11277.25,11277.25,11071.70,11094.43,2176189952,11094.43
26-May-06,11211.69,11329.36,11177.43,11278.61,1814019968,11278.61
25-May-06,11114.96,11258.12,11089.55,11211.05,2372730112,11211.05
24-May-06,11100.11,11241.15,10980.29,11117.32,2999030016,11117.32
23-May-06,11126.29,11254.68,11068.49,11098.35,2605250048,11098.35
22-May-06,11092.90,11175.03,11040.16,11125.32,2773009920,11125.32
19-May-06,11124.37,11254.60,11009.98,11144.06,2982299904,11144.06
18-May-06,11206.17,11301.26,11096.35,11128.29,2537489920,11128.29
17-May-06,11410.13,11412.28,11139.17,11205.61,2830200064,11205.61
16-May-06,11428.21,11520.42,11334.64,11419.89,2386210048,11419.89
15-May-06,11380.43,11485.61,11273.65,11428.77,2505659904,11428.77
12-May-06,11500.01,11551.40,11336.96,11380.99,2567970048,11380.99
11-May-06,11639.29,11660.58,11449.74,11500.73,2531520000,11500.73
10-May-06,11630.48,11709.09,11545.64,11642.65,2268549888,11642.65
9-May-06,11584.62,11684.28,11535.71,11639.77,2157289984,11639.77
8-May-06,11576.37,11665.14,11504.09,11584.54,2151300096,11584.54
5-May-06,11440.62,11616.16,11440.62,11577.74,2294759936,11577.74
4-May-06,11401.80,11512.18,11366.82,11438.86,2431450112,11438.86
3-May-06,11414.69,11472.96,11308.55,11400.28,2395229952,11400.28
2-May-06,11372.74,11427.43,11343.28,11416.44,2403470080,11416.44
1-May-06,11367.78,11476.96,11304.30,11343.29,2437040128,11343.29
28-Apr-06,11358.33,11462.95,11278.13,11367.14,2419919872,11367.14
27-Apr-06,11349.53,11465.75,11220.74,11382.51,2772009984,11382.51
26-Apr-06,11283.25,11428.77,11256.12,11354.49,2502690048,11354.49
25-Apr-06,11336.56,11401.32,11213.05,11283.25,2366380032,11283.25
24-Apr-06,11346.81,11420.05,11246.35,11336.32,2117330048,11336.32
21-Apr-06,11343.45,11468.16,11272.61,11347.45,2392630016,11347.45
20-Apr-06,11278.53,11429.25,11221.30,11342.89,2512920064,11342.89
19-Apr-06,11265.40,11379.79,11181.84,11278.77,2447310080,11278.77
18-Apr-06,11074.58,11302.30,11064.01,11268.77,2595440128,11268.77
17-Apr-06,11137.33,11203.13,11017.43,11073.78,1794649984,11073.78
13-Apr-06,11130.13,11210.73,11053.29,11137.65,1891939968,11137.65
12-Apr-06,11089.47,11194.00,11052.17,11129.97,1938099968,11129.97
11-Apr-06,11141.33,11220.98,11017.99,11089.63,2232880128,11089.63
10-Apr-06,11119.88,11211.37,11083.06,11141.33,1898320000,11141.33
7-Apr-06,11228.10,11268.92,11108.75,11120.04,2082470016,11120.04
6-Apr-06,11233.01,11294.30,11137.57,11216.50,2281679872,11216.50
5-Apr-06,11203.21,11290.30,11141.82,11239.55,2420019968,11239.55
4-Apr-06,11142.54,11269.17,11094.03,11203.85,2147660032,11203.85
3-Apr-06,11113.00,11287.02,11101.07,11144.94,2494080000,11144.94
31-Mar-06,11151.34,11229.47,11069.78,11109.32,2236709888,11109.32
30-Mar-06,11195.36,11259.08,11118.12,11150.70,2294560000,11150.70
29-Mar-06,11154.94,11283.97,11117.48,11215.70,2143539968,11215.70
28-Mar-06,11250.11,11312.31,11132.05,11154.54,2148580096,11154.54
27-Mar-06,11280.13,11314.96,11194.07,11250.11,2029699968,11250.11
24-Mar-06,11270.61,11353.21,11197.21,11279.97,2326070016,11279.97
23-Mar-06,11317.35,11363.46,11207.85,11270.29,1980940032,11270.29
22-Mar-06,11234.51,11358.01,11200.22,11317.43,2039810048,11317.43
21-Mar-06,11275.89,11364.34,11188.56,11235.47,2147369984,11235.47
20-Mar-06,11278.93,11350.73,11208.33,11274.53,1976829952,11274.53
17-Mar-06,11294.94,11294.94,11253.23,11279.65,2549619968,11279.65
16-Mar-06,11210.97,11324.80,11176.07,11253.24,2292179968,11253.24
15-Mar-06,11149.76,11258.28,11097.23,11209.77,2292999936,11209.77
14-Mar-06,11076.02,11190.96,11030.23,11151.34,2165270016,11151.34
13-Mar-06,11067.61,11157.82,11019.75,11076.02,2070329984,11076.02
10-Mar-06,10972.92,11125.41,10948.43,11076.34,2123449984,11076.34
9-Mar-06,11005.66,11093.39,10923.86,10972.28,2140109952,10972.28
8-Mar-06,10977.08,11065.61,10885.99,11005.74,2442870016,11005.74
7-Mar-06,10957.31,11032.31,10885.35,10980.69,2268049920,10980.69
6-Mar-06,11022.47,11084.66,10899.76,10958.59,2280189952,10958.59
3-Mar-06,11024.23,11125.01,10942.99,11021.59,2152950016,11021.59
2-Mar-06,11052.57,11090.91,10951.71,11025.51,2494589952,11025.51
1-Mar-06,10993.25,11115.80,10960.60,11053.53,2308320000,11053.53
28-Feb-06,11096.75,11115.24,10947.07,10993.41,2370860032,10993.41
27-Feb-06,11062.81,11180.48,11038.72,11097.55,1975320064,11097.55
24-Feb-06,11068.33,11085.38,11010.46,11061.85,1933010048,11061.85
23-Feb-06,11133.52,11167.83,11017.27,11069.22,2144210048,11069.22
22-Feb-06,11086.98,11159.02,11064.25,11137.17,2222380032,11137.17
21-Feb-06,11115.48,11182.68,11011.18,11069.06,2104320000,11069.06
17-Feb-06,11119.56,11178.80,11035.44,11115.32,2128259968,11115.32
16-Feb-06,11059.05,11154.14,10997.66,11120.68,2251490048,11120.68
15-Feb-06,11025.67,11115.56,10940.18,11058.97,2317590016,11058.97
14-Feb-06,10890.72,11071.54,10873.62,11028.39,2437939968,11028.39
13-Feb-06,10915.21,10982.93,10824.60,10892.32,1850080000,10892.32
10-Feb-06,10883.51,10972.76,10787.62,10919.05,2290050048,10919.05
9-Feb-06,10859.42,11003.50,10800.91,10883.35,2441920000,10883.35
8-Feb-06,10742.16,10897.44,10712.30,10858.62,2456859904,10858.62
7-Feb-06,10796.42,10874.79,10691.97,10749.76,2366370048,10749.76
6-Feb-06,10793.30,10868.62,10725.91,10798.27,2132359936,10798.27
3-Feb-06,10849.57,10905.28,10725.35,10793.62,2282210048,10793.62
2-Feb-06,10950.11,10987.73,10800.35,10851.98,2565299968,10851.98
1-Feb-06,10862.14,11001.82,10815.39,10953.95,2589410048,10953.95
31-Jan-06,10900.40,10970.28,10807.55,10864.86,2708310016,10864.86
30-Jan-06,10913.13,10930.34,10887.67,10899.92,2282729984,10899.92
27-Jan-06,10815.32,10988.29,10766.01,10907.21,2623620096,10907.21
26-Jan-06,10768.17,10827.96,10709.73,10809.47,2856780032,10809.47
25-Jan-06,10713.26,10832.93,10615.20,10709.74,2617060096,10709.74
24-Jan-06,10690.21,10804.75,10624.49,10712.22,2608719872,10712.22
23-Jan-06,10668.75,10783.70,10607.36,10688.77,2256069888,10688.77
20-Jan-06,10880.71,10890.08,10637.21,10667.39,2845809920,10667.39
19-Jan-06,10855.18,10965.00,10796.66,10880.71,2444019968,10880.71
18-Jan-06,10890.08,10934.90,10778.33,10854.86,2233200128,10854.86
17-Jan-06,10957.55,10977.01,10841.17,10896.32,2179970048,10896.32
13-Jan-06,10961.48,11033.04,10888.88,10959.87,2206510080,10959.87
12-Jan-06,11043.12,11070.10,10918.09,10962.36,2318350080,10962.36
11-Jan-06,11011.66,11099.15,10939.86,11043.44,2406129920,11043.44
10-Jan-06,11010.46,11054.49,10902.96,11011.58,2373080064,11011.58
9-Jan-06,10959.47,11053.93,10906.33,11011.90,2301489920,11011.90
6-Jan-06,10875.45,11005.98,10846.21,10959.31,2446560000,10959.31
5-Jan-06,10880.39,10951.39,10797.55,10882.15,2433339904,10882.15
4-Jan-06,10843.97,10946.27,10772.89,10880.15,2515330048,10880.15
3-Jan-06,10718.30,10888.40,10650.18,10847.41,2554569984,10847.41
30-Dec-05,10783.86,10801.87,10675.64,10717.50,1443500032,10717.50
29-Dec-05,10795.70,10870.71,10747.76,10784.82,1382540032,10784.82
28-Dec-05,10778.25,10858.07,10750.40,10796.26,1422360064,10796.26
27-Dec-05,10883.75,10956.99,10754.16,10777.77,1540470016,10777.77
23-Dec-05,10901.68,10904.40,10869.98,10883.27,1285810048,10883.27
22-Dec-05,10831.56,10928.34,10785.93,10889.44,1888499968,10889.44
21-Dec-05,10805.63,10933.70,10776.01,10833.73,2065170048,10833.73
20-Dec-05,10836.93,10905.28,10754.56,10805.55,1996690048,10805.55
19-Dec-05,10875.51,10970.04,10781.70,10836.53,2208809984,10836.53
16-Dec-05,10881.67,10978.21,10830.84,10875.59,2584189952,10875.59
15-Dec-05,10883.43,10985.01,10803.55,10881.67,2180590080,10881.67
14-Dec-05,10821.32,10953.07,10786.34,10883.51,2145520000,10883.51
13-Dec-05,10765.69,10902.64,10694.29,10823.72,2390020096,10823.72
12-Dec-05,10778.66,10857.02,10707.18,10767.77,1876550016,10767.77
9-Dec-05,10751.76,10845.33,10694.05,10778.58,1896290048,10778.58
8-Dec-05,10808.43,10871.11,10705.17,10755.12,2178299904,10755.12
7-Dec-05,10856.86,10916.89,10737.27,10810.91,2093830016,10810.91
6-Dec-05,10835.41,10956.13,10809.15,10856.86,2110739968,10856.86
5-Dec-05,10876.95,10923.37,10766.57,10835.01,2325839872,10835.01
2-Dec-05,10912.01,10952.83,10818.36,10877.51,2125580032,10877.51
1-Dec-05,10806.03,10969.97,10806.03,10912.57,2614830080,10912.57
30-Nov-05,10883.91,10959.80,10789.38,10805.87,2374690048,10805.87
29-Nov-05,10888.48,10994.85,10850.29,10888.16,2268339968,10888.16
28-Nov-05,10932.74,10992.39,10839.37,10890.72,2016899968,10890.72
25-Nov-05,10915.13,10997.50,10883.55,10931.62,724940032,10931.62
23-Nov-05,10865.90,10950.59,10855.42,10916.09,1985400064,10916.09
22-Nov-05,10815.96,10907.77,10729.99,10871.43,2291419904,10871.43
21-Nov-05,10766.33,10871.11,10708.86,10820.28,2117350016,10820.28
18-Nov-05,10719.34,10865.58,10663.79,10766.33,2453289984,10766.33
17-Nov-05,10677.00,10778.50,10619.61,10720.22,2298040064,10720.22
16-Nov-05,10697.81,10710.78,10653.14,10674.76,2121580032,10674.76
15-Nov-05,10697.01,10783.62,10610.08,10686.44,2359369984,10686.44
14-Nov-05,10686.60,10756.88,10618.89,10697.17,1899779968,10697.17
11-Nov-05,10641.30,10725.99,10595.89,10686.04,1773139968,10686.04
10-Nov-05,10550.61,10655.22,10519.71,10640.10,2378459904,10640.10
9-Nov-05,10539.24,10637.78,10466.24,10546.21,2214459904,10546.21
8-Nov-05,10574.18,10606.80,10478.49,10539.72,1965049984,10539.72
7-Nov-05,10531.24,10632.34,10488.74,10586.23,1987580032,10586.23
4-Nov-05,10523.23,10593.51,10441.59,10530.76,2050509952,10530.76
3-Nov-05,10470.49,10613.84,10421.98,10522.59,2716630016,10522.59
2-Nov-05,10406.29,10527.32,10347.70,10472.73,2648090112,10472.73
1-Nov-05,10437.51,10510.03,10352.42,10406.77,2457850112,10406.77
31-Oct-05,10403.17,10539.16,10372.67,10440.07,2567470080,10440.07
28-Oct-05,10231.15,10433.51,10213.14,10402.77,2379399936,10402.77
27-Oct-05,10334.81,10348.66,10229.95,10229.95,2395369984,10229.95
26-Oct-05,10377.39,10474.18,10283.10,10344.98,2467749888,10344.98
25-Oct-05,10383.88,10457.52,10282.78,10377.87,2312470016,10377.87
24-Oct-05,10219.15,10411.57,10219.15,10385.00,2197789952,10385.00
21-Oct-05,10282.22,10354.02,10161.60,10215.22,2470919936,10215.22
20-Oct-05,10411.73,10483.21,10230.27,10281.10,2617250048,10281.10
19-Oct-05,10277.18,10444.15,10173.52,10414.13,2703589888,10414.13
18-Oct-05,10349.14,10412.85,10233.47,10285.26,2197009920,10285.26
17-Oct-05,10287.42,10419.58,10213.06,10348.10,2054569984,10348.10
14-Oct-05,10216.59,10327.21,10165.12,10287.34,2188940032,10287.34
13-Oct-05,10216.91,10309.20,10098.18,10216.59,2351150080,10216.59
12-Oct-05,10247.40,10308.23,10186.17,10216.90,2491279872,10216.90
11-Oct-05,10239.16,10361.15,10195.13,10253.17,2299040000,10253.17
10-Oct-05,10292.95,10378.19,10184.09,10238.76,2195990016,10238.76
7-Oct-05,10287.42,10387.48,10221.47,10292.31,2126080000,10292.31
6-Oct-05,10317.36,10425.98,10200.81,10287.10,2792029952,10287.10
5-Oct-05,10434.81,10477.21,10299.27,10317.36,2546779904,10317.36
4-Oct-05,10534.36,10618.41,10409.89,10441.11,2341420032,10441.11
3-Oct-05,10569.50,10637.00,10486.17,10535.48,2097490048,10535.48
30-Sep-05,10540.51,10569.81,10526.34,10568.70,2097520000,10568.70
29-Sep-05,10472.61,10583.43,10389.01,10552.78,2176120064,10552.78
28-Sep-05,10456.61,10560.02,10390.05,10473.08,2106979968,10473.08
27-Sep-05,10444.58,10534.31,10376.83,10456.21,1976269952,10456.21
26-Sep-05,10420.22,10544.98,10381.53,10443.63,2022220032,10443.63
23-Sep-05,10421.81,10494.42,10328.59,10419.59,1973020032,10419.59
22-Sep-05,10376.20,10489.64,10303.51,10422.05,2424719872,10422.05
21-Sep-05,10484.23,10512.02,10335.28,10378.03,2548150016,10378.03
20-Sep-05,10558.19,10642.26,10453.98,10481.52,2319249920,10481.52
19-Sep-05,10641.87,10656.75,10497.29,10557.63,2076540032,10557.63
16-Sep-05,10560.50,10696.24,10539.64,10641.94,3152470016,10641.94
15-Sep-05,10545.85,10627.85,10488.05,10558.75,2079340032,10558.75
14-Sep-05,10545.85,10627.85,10488.05,10558.75,1986749952,10558.75
13-Sep-05,10673.71,10701.57,10561.61,10597.44,2082360064,10597.44
12-Sep-05,10678.41,10743.77,10618.13,10682.94,1938050048,10682.94
9-Sep-05,10594.10,10727.53,10573.47,10678.56,1992560000,10678.56
8-Sep-05,10633.11,10670.60,10530.01,10595.93,1955379968,10595.93
7-Sep-05,10588.68,10667.10,10534.23,10633.50,2067699968,10633.50
6-Sep-05,10447.69,10621.96,10447.69,10589.24,1932089984,10589.24
2-Sep-05,10460.67,10536.14,10400.88,10447.37,1640160000,10447.37
1-Sep-05,10481.44,10557.47,10382.09,10459.63,2229860096,10459.63
31-Aug-05,10415.84,10484.55,10357.65,10481.60,2365509888,10481.60
30-Aug-05,10461.54,10476.83,10329.15,10412.82,1916470016,10412.82
29-Aug-05,10396.90,10508.35,10321.42,10463.05,1599449984,10463.05
26-Aug-05,10450.95,10480.01,10355.02,10397.29,1541090048,10397.29
25-Aug-05,10434.39,10506.60,10391.71,10450.63,1571110016,10450.63
24-Aug-05,10519.34,10584.30,10407.56,10434.87,1930800000,10434.87
23-Aug-05,10571.01,10604.29,10475.63,10519.58,1678620032,10519.58
22-Aug-05,10559.78,10669.81,10509.07,10569.89,1621330048,10569.89
19-Aug-05,10552.70,10656.59,10503.90,10559.23,1558790016,10559.23
18-Aug-05,10531.12,10592.34,10517.67,10554.92,1808169984,10554.92
17-Aug-05,10505.60,10625.86,10472.45,10550.71,1859149952,10550.71
16-Aug-05,10631.59,10650.14,10489.24,10513.45,1820409984,10513.45
15-Aug-05,10599.19,10687.72,10532.48,10634.38,1562880000,10634.38
12-Aug-05,10682.70,10688.68,10549.19,10600.30,1709299968,10600.30
11-Aug-05,10591.83,10721.56,10549.43,10685.89,1941560064,10685.89
10-Aug-05,10606.52,10746.87,10553.81,10594.41,2172320000,10594.41
9-Aug-05,10537.65,10662.80,10537.01,10615.67,1897520000,10615.67
8-Aug-05,10557.24,10635.65,10497.45,10536.93,1804140032,10536.93
5-Aug-05,10610.34,10643.46,10512.49,10558.03,1930279936,10558.03
4-Aug-05,10696.80,10709.77,10568.70,10610.10,1981219968,10610.10
3-Aug-05,10681.51,10735.17,10600.02,10697.59,1999980032,10697.59
2-Aug-05,10623.79,10729.60,10600.62,10683.74,2043120000,10683.74
1-Aug-05,10641.78,10713.51,10578.97,10623.15,1716870016,10623.15
29-Jul-05,10705.16,10754.60,10608.27,10640.91,1789600000,10640.91
28-Jul-05,10633.50,10745.68,10603.49,10705.55,2001680000,10705.55
27-Jul-05,10579.45,10689.31,10530.50,10637.09,1945799936,10637.09
26-Jul-05,10597.60,10667.90,10535.58,10579.77,1934179968,10579.77
25-Jul-05,10651.66,10709.69,10565.12,10596.48,1717580032,10596.48
22-Jul-05,10624.19,10702.21,10552.54,10651.18,1766989952,10651.18
21-Jul-05,10690.03,10735.33,10567.98,10627.77,2129840000,10627.77
20-Jul-05,10629.52,10726.81,10535.10,10689.15,2063340032,10689.15
19-Jul-05,10576.90,10718.69,10573.00,10646.56,2041280000,10646.56
18-Jul-05,10640.19,10681.99,10533.59,10574.99,1582099968,10574.99
15-Jul-05,10629.44,10698.07,10559.46,10640.83,1716400000,10640.83
14-Jul-05,10559.86,10696.96,10559.86,10628.88,2048710016,10628.88
13-Jul-05,10513.36,10596.98,10481.36,10557.39,1812499968,10557.39
12-Jul-05,10519.49,10583.02,10444.46,10513.89,1932009984,10513.89
11-Jul-05,10449.60,10570.67,10425.97,10519.72,1846300032,10519.72
8-Jul-05,10302.90,10486.50,10279.65,10449.14,1900809984,10449.14
7-Jul-05,10269.76,10337.84,10142.24,10302.29,1952440064,10302.29
6-Jul-05,10366.52,10413.23,10242.21,10270.68,1883469952,10270.68
5-Jul-05,10292.62,10388.91,10282.64,10371.80,1805820032,10371.80
1-Jul-05,10273.59,10380.78,10239.91,10303.44,1593820032,10303.44
30-Jun-05,10374.18,10458.19,10253.49,10274.97,2109490048,10274.97
29-Jun-05,10405.94,10472.46,10332.52,10374.48,1769280000,10374.48
28-Jun-05,10291.01,10434.18,10285.86,10405.63,1772409984,10405.63
27-Jun-05,10298.07,10377.55,10229.40,10290.78,1738620032,10290.78
24-Jun-05,10422.28,10452.82,10266.30,10297.83,2418800128,10297.83
23-Jun-05,10587.09,10617.39,10401.49,10421.44,2029920000,10421.44
22-Jun-05,10599.36,10676.24,10543.28,10587.93,1823250048,10587.93
21-Jun-05,10608.88,10670.56,10545.89,10599.67,1720700032,10599.67
20-Jun-05,10621.54,10656.66,10539.21,10609.10,1714530048,10609.10
17-Jun-05,10580.41,10710.38,10561.00,10623.07,2407369984,10623.07
16-Jun-05,10566.76,10632.20,10501.92,10578.65,1776039936,10578.65
15-Jun-05,10548.65,10628.67,10471.69,10566.37,1840440064,10566.37
14-Jun-05,10521.95,10617.01,10473.92,10547.57,1698150016,10547.57
13-Jun-05,10503.57,10611.10,10437.32,10522.56,1661350016,10522.56
10-Jun-05,10503.02,10581.13,10410.50,10512.63,1664179968,10512.63
9-Jun-05,10477.75,10556.90,10410.80,10503.02,1824120064,10503.02
